id	filename	md5	size	state	acl	project_id	category
03515404-cc17-4070-87cb-2077b26c2005	TARGET-ALL-P1.a19bb14a-81c4-4e42-ba41-ba99a9d3a8f5.arriba.rna_fusion.bedpe	fa930e1ec0ed6d7df829df452095ba75	1559	released	[b'phs000218', b'phs000463']	TARGET-ALL-P1	data_file
0411bbe7-bf17-43b6-9c09-d6bc868e8fed	86641b21-4ed6-4134-8a00-b4008790b127.rna_seq.transcriptome.gdc_realn.bam	61891169be28060f43274d9d9cad0eb0	3882995480	released	[b'phs000218', b'phs000463']	TARGET-ALL-P1	data_file
042032c4-bb86-49dd-b4ed-574a3ca38eb3	TARGET_ALL_SampleMatrix_Phase1_20190606.xlsx	95bbc4d1bfb8ff176dfe1e5f4c201f65	78694	released	[b'open']	TARGET-ALL-P1	data_file
053ffb11-0b9a-4e4c-84d0-b6fcd6ac57bd	b2e64f23-e1a4-42f5-b542-45a53588c487.rna_seq.star_splice_junctions.tsv.gz	6c3ac7482b9b408f1e3a41418b29bef5	3196950	released	[b'phs000218', b'phs000463']	TARGET-ALL-P1	data_file
aee83442-6fee-4ccd-9c5a-cef5c52ff578	8c9cc495-be4b-4c1c-a21d-f5a0c4082604.rna_seq.chimeric.gdc_realn.bam.bai	080fc1ef233551e7fa80f5a6fdef0174	2567560	released	[b'phs000218', b'phs000463']	TARGET-ALL-P1	index_file
0592fdee-9068-4192-ad32-c6f71f3fb0e5	8c9cc495-be4b-4c1c-a21d-f5a0c4082604.rna_seq.chimeric.gdc_realn.bam	bf22a6717899d17668815b6c06a83ff4	168880212	released	[b'phs000218', b'phs000463']	TARGET-ALL-P1	data_file
08f03e82-55e9-49b6-b74f-3d01cece2357	838bbcd9-0f4b-4883-a56e-bb0b65727a55.rna_seq.transcriptome.gdc_realn.bam	172aeca39ef606281ab99f5cfc9aba63	8861358292	released	[b'phs000218', b'phs000463']	TARGET-ALL-P1	data_file
0cf02192-8a77-414d-b8bd-7e375e7df1e3	c1f07acd-5431-4b3b-ad46-b8a96d60d48e.somatic.SV.bedpe	9ebe8078e15f2545ab47c492f9911bea	61779	released	[b'phs000218', b'phs000463']	TARGET-ALL-P1	data_file
1af9a080-55b2-4d2b-9388-0d6af5e9e927	2ac1fae3-e7a2-5174-adf2-d0f252faa1a4_wgs_gdc_realn.bai	56dbeec11c9dc186ac5aca2df4dcd440	9273824	released	[b'phs000218', b'phs000463']	TARGET-ALL-P1	index_file
0dab9c3a-780b-4403-98ae-f9fe908c6d3f	2ac1fae3-e7a2-5174-adf2-d0f252faa1a4_wgs_gdc_realn.bam	be9942181bbfbed8f70c22acd1e651e7	172466147877	released	[b'phs000218', b'phs000463']	TARGET-ALL-P1	data_file
